class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Zineb fetched the pails of 	hot and cold	 water; Zohra washed Hayat's hair, making sure to wash away every trace of henna; Rachida and Mimouna rubbed her body.
yes	both X and Y	male	female	female - male	both (male) and (female)	608 62-71% reported male perpetrator while the remaining 29-38% were either female perpetrarors or 	both male and female	 perpetrators.
no	X or Y	hard	tough	hard - soft	(\bhard) or (?!soft)(\b\w+)	 Brown / and things seem 	hard or tough	 / and people are stupid, obnoxious or daft / and you feel that you've had quite enough!
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 Do you think cloning animals is 	right or wrong	?
yes	both X and Y	old	new	new - old	both (old) and (new)	 She has about 50 in all, 	both old and new	.
no	X or Y	unmotivated	poor	poor - rich	(?!rich)(\b\w+) or (\bpoor)	 Students are all too often seen as being deficient, being 	unmotivated or poor	 students, if they do not resonate to the same intellectual interests as the teacher.
no	from X to Y	new	full	new - old	from (\bnew) to (?!old)(\b\w+)	 The other phases are simply transitions 	from new to full	 and from full back to new.
no	whether X or Y	young	old	new - old	whether (?!new)(\b\w+) or (\bold)	" As she says, "" The female heart "	whether young or old	 is a tender thing.
no	X or Y	left	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	 When you take a hard 	left or right	" position, you close yourself off to the truth, which, most of the time, somewhere in that "" grey area "" y'all are so eager to avoid."
no	X and Y	infamous	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 You expected it to be the same as being 	infamous and poor	?
yes	X or Y	good	bad	bad - good	(good) or (bad)	" "" We're finding that everything is evaluated as "	good or bad	" within a quarter of a second, "" he says."
no	X or Y	false	tinny	false - true	(\bfalse) or (?!true)(\b\w+)	 He listens for what sounds 	false or tinny	.
no	X and Y	Elementary	high	high - low	(?!low)(\b\w+) and (\bhigh)	 	Elementary and high	 school students in a handful of countries now use a software system developed at IHMC to build their own concept maps about academic topics and then share them over the Internet with distant classes.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 Although I've solicited free reviews, all of my reviews, 	both good and bad	, are honest opinions and I've learned from them.
no	X and Y	quiet	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 He was 	quiet and good	 looking and the older sister had a crush on him as well.
no	X or Y	rich	young	poor - rich	(\brich) or (?!poor)(\b\w+)	" "" It does n't matter if he's rich or not "	rich or young	 or old.
no	X and Y	poor	recreational	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 @ @ @ @ @ @ @ @ @ @, which are aimed primarily at social programs, including payments to doctors who care for the 	poor and recreational	 programs for the developmentally disabled.
no	X and Y	quiet	small	large - small	(?!large)(\b\w+) and (\bsmall)	 It was the same as school -- the same as all life, he imagined -- survival depending on being 	quiet and small	, keeping in the shade of authority whenever possible.
no	X and Y	elected	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Under this new regime, nonprofit organizations can be given the authority to become charter authorizers, bypassing 	elected and public	 bodies.
yes	X and Y	passive	active	active - passive	(passive) and (active)	 There were also increasing incidents of 	passive and active	 resistance in the missions, large-scale flight, and armed conflict.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 It is most comfortable when things are clearly defined, which is why it tends to extremes and polarized thinking -- birth and death, Light and darkness, good and evil, 	right and wrong	.
yes	X and Y	high	low	high - low	(high) and (low)	 The vents consist of 	high and low	 openings in the back wall of each collector bay.
no	X and Y	rural	suburban	rural - urban	(\brural) and (?!urban)(\b\w+)	 While cycling has it's benefits, it's not an easy sell to people in 	rural and suburban	 areas like it is to me with a 3 mile urban commute.
no	X and Y	compact	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 The vomit was 	compact and dry	, it had settled into a paste around the loner's mouth, and white small-caliber worms were at work in it.
no	X and Y	urban	economic	rural - urban	(\burban) and (?!rural)(\b\w+)	 Furthermore, according to the long-range plan of the city, land is to be created at the current naval base for 	urban and economic	 development.
yes	both X and Y	old	new	new - old	both (old) and (new)	 Bridgens shows English infantry of the mid-16th century with 	both old and new	 weaponry-from left, a billman, pikeman, harquebusier and archer.
no	both X and Y	new	used	new - old	both (\bnew) and (?!old)(\b\w+)	 For the first time in a number of years, the supply of 	both new and used	 homes available for sale has dropped below demand.
yes	X and Y	male	female	female - male	(male) and (female)	" "" He's been harassing women for two years using "	male and female	 names.
no	X and Y	low	careful	high - low	(\blow) and (?!high)(\b\w+)	" "" Trevor shouted, maneuvering his body-a @ @ @ @ @ @ @ @ @ @ "	low and careful	 on his rubbery feet.
no	X and Y	good	pure	bad - good	(\bgood) and (?!bad)(\b\w+)	" "" Putting aside all the awful suspicions I have about this Russian, you will @ @ @ @ @ @ @ @ @ @ decency by refusing to marry that "	good and pure	 young clergyman, Eustace Medlicott.
no	X or Y	true	fair	false - true	(\btrue) or (?!false)(\b\w+)	 Thanks to his surfin'-demagogue act at Woodstock'99, Bizkit singer Fred Durst became that event's designated asshole, the platinum hypocrite who inspired Sunday's white riot -- which is not 	true or fair	.
no	X and Y	major	irrecoverable	major - minor	(\bmajor) and (?!minor)(\b\w+)	 Nima Sharif - 10/12/2012 The Iranian mullahs have received some 	major and irrecoverable	 setbacks during the past couple of weeks, enough to make them stop, at least for the time being, and rethink over some policy stances.
no	X and Y	bright	small	large - small	(?!large)(\b\w+) and (\bsmall)	 As he gazed, something 	bright and small	 seemed to twinkle down in the heart of it, vanished, then twinkled once more like a tiny star.
yes	X as well as Y	private	public	private - public	(private) as well as (public)	 This holds for hopes and fears related to 	private as well as public	 concerns (p.
no	X or Y	sexy	hot	cold - hot	(?!cold)(\b\w+) or (\bhot)	 Honestly I look at women all the time, while I do n't think they're 	sexy or hot	 they can be quote beautiful.
no	X and Y	clinical	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Melnikow's research interests include cost-effectiveness analysis to assist 	clinical and public	 health policy formulation, cancer prevention in women, patient preferences and decision making, underserved populations and health disparities.
no	X and Y	new	exceptional	new - old	(\bnew) and (?!old)(\b\w+)	 Athena then commanded Mother Earth to grow a 	new and exceptional	 tree, and the olive tree appeared.
no	X or Y	low	moderate	high - low	(\blow) or (?!high)(\b\w+)	 (n180) In its decision, the HAC considered two important questions: whether a NEF loan is a subsidy and whether the NEF is a 	low or moderate	 income housing program.
no	X and Y	rich	innocent	poor - rich	(\brich) and (?!poor)(\b\w+)	 If you are female and 	rich and innocent	 and do-gooding you will be poisoned in the first season.
no	X or Y	Good	bad	bad - good	(?!good)(\b\w+) or (\bbad)	 	Good or bad	, women generally like light featured guys.
yes	X and Y	male	female	female - male	(male) and (female)	 Although nothing is known of him beyond his corpus, his distinctive style is evident in these masks depicting 	male and female	 subjects.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 Most golfers never truly know if what they feel in their swings is 	right or wrong	.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 Obama's words certainly invite all people in our society, 	rich and poor	, black and white, Latinos and Asians, Republicans and Democrats, etc.
no	X and Y	agricultural	urban	rural - urban	(?!rural)(\b\w+) and (\burban)	 Because of the loss of riparian floodplains to 	agricultural and urban	 development, accelerated spring runoff can exacerbate flooding, damaging property and crops.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 There's been really 	good and bad	 aspects of it, but I do n't wan na get into slamming any specific groups or anything.
no	X and Y	old	cranky	new - old	(\bold) and (?!new)(\b\w+)	 I do n't do anything unreasonable, they are just 	old and cranky	.
yes	X and Y	masculine	feminine	feminine - masculine	(masculine) and (feminine)	 I love androgynous and @ @ @ @ @ @ @ @ @ @ the 	masculine and feminine	 in a way that makes me weak.
no	X and Y	profound	private	private - public	(?!public)(\b\w+) and (\bprivate)	" "" Sam has a very "	profound and private	 history that no one knows about.
no	X and Y	cute	small	large - small	(?!large)(\b\w+) and (\bsmall)	 She was 	cute and small	 and quick and had a tight little body.
no	X and Y	inconsequential	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Hughes's preoccupation with the most microscopic teen-age problems has made him king of an entire genre, however 	inconsequential and small	.
no	X and Y	old	retarded	new - old	(\bold) and (?!new)(\b\w+)	 What are you guys like automatically eighteen years 	old and retarded	 whenever you get in one another's company?
yes	X or Y	low	high	high - low	(low) or (high)	 This assertion was not borne out by Vasta's findings, in that children in either the 	low or high	 initial interest group did not display decreases in the nonreinforced response rate.
no	how X or Y	over	hot	cold - hot	how (?!cold)(\b\w+) or (\bhot)	 Cuz if the promoter was against it (more than likely) then they werent gon na be booked, regardless 	how over or hot	 any wrestler is.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 I'm not saying this is 	good or bad	, fair or unfair.
no	X or Y	sad	moody	happy - sad	(\bsad) or (?!happy)(\b\w+)	 Everyone can become 	sad or moody	 from time to time.
no	X and Y	large	inflamed	large - small	(\blarge) and (?!small)(\b\w+)	 Drew's BUMP on her forehead is 	large and inflamed	, her hair a stringy, ratty mess of booze and red-dye number four and glucose.
no	X or Y	Humid	dry	dry - wet	(?!wet)(\b\w+) or (\bdry)	 	Humid or dry	.
no	X and Y	Male	female	female - male	(?!male)(\b\w+) and (\bfemale)	 Nonfatal (2): August 1994 	Male and female	 adult/Mendocino County 9.
yes	X or Y	urban	rural	rural - urban	(urban) or (rural)	 @ @ @ @ @ @ @ @ @ @ 	urban or rural	 environment?
yes	either X or Y	male	female	female - male	either (male) or (female)	 When 	either male or female	 leaders or ward members are talking about women, quote other women.
no	X and Y	urban	wild	rural - urban	(\burban) and (?!rural)(\b\w+)	 While many places have vibrant 	urban and wild	 forests or thriving tree plantations, many have been cleared, over-logged, deforested to the point of harm, as happened here in Oregon.
