class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	soft	tasteless	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Try topping braised or glazed vegetables that are 	soft and tasteless	 with something crispy, like fried ginger or leek.
no	X and Y	middle	high	high - low	(?!low)(\b\w+) and (\bhigh)	 GWINNETT Teachers scrutinize textbooks Gwinnett 	middle and high	 school English teachers are reviewing potential textbooks and hearing sales pitches from publishing companies.
no	X and Y	urban	suburban	rural - urban	(\burban) and (?!rural)(\b\w+)	 " Various scenes of traffic, 	urban and suburban	 areas.
yes	from X to Y	large	small	large - small	from (large) to (small)	 Her gardens range 	from large to small	, from Buckhead mansions to Midtown terraces, all with one thing in common: They must be not only beautiful but also practical.
no	X and Y	poor	blue	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 Once a haven for the working 	poor and blue	 collar, the current crop of housing is attracting new residents who can afford an 1,800-square-foot house starting at $ 175,000.
no	X and Y	new	existing	new - old	(\bnew) and (?!old)(\b\w+)	 Its combined 	new and existing	 home sales increased 11 percent from 1996 to 1997.
no	X and Y	new	larger	new - old	(\bnew) and (?!old)(\b\w+)	 Fitzhugh Lee Elementary School in Smyrna has @ @ @ @ @ @ @ @ @ @ 	new and larger	 Nickajack Elementary.
no	X and Y	new	existing	new - old	(\bnew) and (?!old)(\b\w+)	 Figures for 	new and existing	 home sales from 1997 were compared with data from the previous year.
yes	X and Y	old	new	new - old	(old) and (new)	 Money -- 	old and new	 -- also is a familiar resident.
yes	both X and Y	old	new	new - old	both (old) and (new)	 Both have wildly successful economies and verdant landscapes that are green with money 	both old and new	.
no	X and Y	poor	unstable	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 / BERT ROUGHTON / Staff Photo: Teenage refugees get water from a hose near temporary housing in the Albanian coastal city of Durres, where the refugee influx is straining an already 	poor and unstable	 area.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 Barry would rise whenever a woman, 	young or old	, entered the room, bow from the waist, then notice some small detail about her and use it to embroider the most extraordinary compliment.
no	X and Y	middle	high	high - low	(?!low)(\b\w+) and (\bhigh)	 The county's elementary, 	middle and high	 schools are clustered in one location a half-mile away, with 879 students, 97 percent of them black, 90 percent impoverished and 5 percent retained each year, according to 1997 state data.
no	X and Y	true	disturbing	false - true	(\btrue) and (?!false)(\b\w+)	 Though Jane Hansen's articles may be 	true and disturbing	, they still serve the same white, affluent class'need for the perfect victim: innocent children doomed solely by the actions of others.
no	X and Y	new	better	new - old	(\bnew) and (?!old)(\b\w+)	 A 	new and better	 dwelling Fernando and @ @ @ @ @ @ @ @ @ @ than before the storm.
no	X and Y	legal	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Speakers will include experts from medical, 	legal and public	 policy arenas addressing ways to ensure the health and quality of life for children.
no	X and Y	private	corporate	private - public	(\bprivate) and (?!public)(\b\w+)	 The committee plans to raise money for the park through 	private and corporate	 donations and through land trust organizations such as the Southern Land Preservation Trust, an organization that has helped preserve land with natural significance.
no	X and Y	false	damaging	false - true	(\bfalse) and (?!true)(\b\w+)	 Walker, who has hired an attorney, has threatened to sue library board members Clyde and Charlotte Newbury, saying they have made " 	false and damaging	 statements.
no	X and Y	old	younger	new - old	(\bold) and (?!new)(\b\w+)	 Several officers plan to give toys Thursday and Friday to the parents of children 13 years 	old and younger	 who live in the project.
no	X and Y	good	unpretentious	bad - good	(\bgood) and (?!bad)(\b\w+)	 And what a pleasure it was to be listening to such a 	good and unpretentious	 Oxford writer recalling some poets he really liked.
yes	X and Y	old	new	new - old	(old) and (new)	 It took Cherokee reporters two hours to get through to the city one morning after trying both the 	old and new	 main number.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 BOLTON, 75, Griffin: Former state attorney general who fought the 	rich and powerful	 to set higher ethical standards in government; Dec.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 I guess if you're black, 	rich and famous	, regular rules do n't apply.
no	X and Y	large	impoverished	large - small	(\blarge) and (?!small)(\b\w+)	 While a college student, she " and other girls " in the summers cared for the babies of farmworkers in a 	large and impoverished	 cotton mill village.
no	X and Y	thrilled	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 (About the nomination) I'm 	thrilled and happy	.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 " Here again, the liberal viewpoint is obvious -- the majority have no right to determine what is 	right or wrong	 for the state; only the liberal Democrats have that right.
no	X or Y	mediocre	bad	bad - good	(?!good)(\b\w+) or (\bbad)	 Is it good, 	mediocre or bad	?
no	X or Y	old	younger	new - old	(\bold) or (?!new)(\b\w+)	 Sixty percent of kayakers are 34 years 	old or younger	.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 They are good 	hot or cold	.
yes	X or Y	public	private	private - public	(public) or (private)	 The provider can be 	public or private	.
no	X and Y	nice	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 They seem to think that because he gets three meals a day and might be able to earn a degree, life in a California prison is 	nice and easy	.
no	X or Y	new	challenging	new - old	(\bnew) or (?!old)(\b\w+)	 It's a shame that an artist who challenges himself and his audience ca n't even get his show reviewed, while someone like Elton John, who is n't providing anything 	new or challenging	, gets the spotlight.
no	X and Y	safe	permanent	permanent - temporary	(?!temporary)(\b\w+) and (\bpermanent)	 The goal is to assure each child a 	safe and permanent	 home.
no	X and Y	fast	steady	fast - slow	(\bfast) and (?!slow)(\b\w+)	 But Seppala's gamble was that his 	fast and steady	 team, following Togo, could make it.
no	X and Y	immediate	true	false - true	(?!false)(\b\w+) and (\btrue)	'The voice was so raw and 	immediate and true	.
no	X or Y	pregnant	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 " It's like being 	pregnant or dead	, you either are or you are n't.
yes	X or Y	private	public	private - public	(private) or (public)	 Saunders suggesting that my child is less capable or deserving than children attending any 	private or public	 high school in the area simply because she lives in Crockett?
no	X and Y	tan	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 They were 	tan and dry	 and well-kempt, like models from a J.
no	X and Y	large	complicated	large - small	(\blarge) and (?!small)(\b\w+)	 In one sense, we @ @ @ @ @ @ @ @ @ @ evolution to date, and that's only evolution from a very narrow perspective, specifically the development of a 	large and complicated	 brain.
no	X and Y	resistant	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Orlando recommends sealing the glazed surfaces with Varathane, a polyurethane finish that is durable, moisture 	resistant and easy	 to clean.
no	X and Y	dark	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 And the chocolate cake is the stuff of dreams: 	dark and rich	, the intensity cut by cool, creamy vanilla ice cream.
no	X and Y	old	sturdy	new - old	(\bold) and (?!new)(\b\w+)	 " I'm grizzled, as 	old and sturdy	 as the plane I fly, " Ford says.
no	X and Y	long	bloody	long - short	(\blong) and (?!short)(\b\w+)	 There is a 	long and bloody	 trail of decapitated careers because of the military's need for " Command and Control.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 If one sets out to prove something 	good or bad	, the basic concept of statistical analysis is invalid and it becomes a biased study.
no	X and Y	soft	sweet	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Toss to blend ingredients, then cover and cook until the onions are 	soft and sweet	, about 15 minutes.
no	X and Y	golden	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 Season with salt and pepper and saute until slightly 	golden and soft	, 10 @ @ @ @ @ @ @ @ @ @ with the eggplant.
no	X and Y	soft	golden	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Saute until 	soft and golden	, about 10 minutes.
no	X and Y	comfy	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 It's like using something 	comfy and easy	 and turning it into a precious slipper.
no	X and Y	happy	joyful	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 	happy and joyful	 " and " not in any way appalled.
no	X and Y	nice	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 That's 59 songs, each given in the 	nice and easy	 mood that marked Nelson Riddle's best arrangements.
no	X and Y	wet	flavorless	dry - wet	(\bwet) and (?!dry)(\b\w+)	 And the three little fingers of bread pudding ($6) tasted 	wet and flavorless	.
no	X and Y	cold	impersonal	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Interior seems a bit 	cold and impersonal	.
yes	X and Y	private	public	private - public	(private) and (public)	 And he has not done these things while under relentless and endless investigation, covering every aspect of his 	private and public	 life for more than a decade into his past.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Lots of things -- 	big and small	, central and peripheral -- go into making a dining adventure memorable.
no	X and Y	pale	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 The crust is 	pale and soft	, the interior almost damp.
no	X and Y	hot	smoky	cold - hot	(\bhot) and (?!cold)(\b\w+)	 The 	hot and smoky	 sausage tasted like the powerful andouille of New Orleans fame and it overpowered the dish.
no	X and Y	soft	crunchy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 It's pleasant -- with a refreshing contrast of cool and warm, 	soft and crunchy	 -- although I like the squab version better.
no	X and Y	soft	tender	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Add the stuffed melons (and any meatballs) and simmer until 	soft and tender	, about 30 minutes.
no	X or Y	unique	new	new - old	(?!old)(\b\w+) or (\bnew)	 But do these books say anything 	unique or new	?
no	X and Y	Clean	sober	drunk - sober	(?!drunk)(\b\w+) and (\bsober)	 	Clean and sober	.
no	X and Y	hot	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 Even where summers are 	hot and dry	, there are rhododendron varieties that will grow successfully.
no	X and Y	slow	lugubrious	fast - slow	(\bslow) and (?!fast)(\b\w+)	 Now the staff is younger and more diverse, which means their style can be quick and efficient or 	slow and lugubrious	.
no	X or Y	efficient	slow	fast - slow	(?!fast)(\b\w+) or (\bslow)	 Now the staff is younger and more diverse, which means their style can be quick and 	efficient or slow	 and lugubrious.
no	X and Y	high	jittery	high - low	(\bhigh) and (?!low)(\b\w+)	 " Hurlyburly " is long @ @ @ @ @ @ @ @ @ @ has more lines than Hamlet, all issued while either 	high and jittery	 or low and listless in the aftermath.
no	X and Y	low	listless	high - low	(\blow) and (?!high)(\b\w+)	 " Hurlyburly " is long @ @ @ @ @ @ @ @ @ @ has more lines than Hamlet, all issued while either high and jittery or 	low and listless	 in the aftermath.
no	X or Y	jittery	low	high - low	(?!high)(\b\w+) or (\blow)	 " Hurlyburly " is long @ @ @ @ @ @ @ @ @ @ has more lines than Hamlet, all issued while either high and 	jittery or low	 and listless in the aftermath.
no	X and Y	false	misleading	false - true	(\bfalse) and (?!true)(\b\w+)	 The article spells out four areas where the president allegedly gave " perjurious, 	false and misleading	 testimony " when he appeared before the grand jury on videotape in August.
no	X and Y	hot	dense	cold - hot	(\bhot) and (?!cold)(\b\w+)	 We clearly understand from experiments and observations done to date that the early universe was 	hot and dense	.
no	X and Y	rich	full	poor - rich	(\brich) and (?!poor)(\b\w+)	 When you're acting one of his roles, the characters are so 	rich and full	 that you have to keep digging constantly.
