class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 He initially denied paternity of his child out of wedlock, and even after acknowledging paternity, has had a 	hot and cold	 relationship with her.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 I think there is not 	right and wrong	 in this case.
no	X and Y	new	interesting	new - old	(\bnew) and (?!old)(\b\w+)	 A good designer learns the constraints and uses them to inform their design and push their ideas in 	new and interesting	 ways.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Is that 	good or bad	 design?
no	X or Y	small	lightweight	large - small	(\bsmall) or (?!large)(\b\w+)	 They do n't have to use WordPress as there are numerous 	small or lightweight	 CMS.
no	X or Y	sighted	wrong	right - wrong	(?!right)(\b\w+) or (\bwrong)	 Most are short-	sighted or wrong	, owing largely to a lack of digital knowledge prior to the Clinton era.
yes	X or Y	public	private	private - public	(public) or (private)	 Institutions of higher education can be 	public or private	, but most have tuition fees.
yes	X or Y	urban	rural	rural - urban	(urban) or (rural)	 White, sub	urban or rural	, largely male.
no	X or Y	suburban	rural	rural - urban	(?!urban)(\b\w+) or (\brural)	 White, 	suburban or rural	, largely male.
no	X and Y	cold	uncaring	cold - hot	(\bcold) and (?!hot)(\b\w+)	 It's much harder to be 	cold and uncaring	 when it comes to the struggles of others when you see them on a day-to-day basis.
yes	between X and Y	urban	rural	rural - urban	between (urban) and (rural)	 There are inherent differences 	between urban and rural	 structure.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	, the design of the political system actually suppress the representation of urban voters in favor of sub	urban and rural	 voters.
no	X and Y	suburban	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	, the design of the political system actually suppress the representation of urban voters in favor of 	suburban and rural	 voters.
yes	X or Y	true	false	false - true	(true) or (false)	 If you suspect your landline being tapped, there are various methods in which you can check whether your suspicions prove 	true or false	.
yes	X as well as Y	urban	rural	rural - urban	(urban) as well as (rural)	 We need more egalitarian and sustainable living communities in 	urban as well as rural	 areas.
no	X and Y	easy	SLOW	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 Since I already knew Spanish, the classes were so ridiculously 	easy and SLOW	 MOVING that I literally wanted to die in the class.
yes	X and Y	public	private	private - public	(public) and (private)	 Equal to a FED Reserve Note for all debts, 	public and private	 by law.
no	X and Y	cold	bleak	cold - hot	(\bcold) and (?!hot)(\b\w+)	 We'll never know @ @ @ @ @ @ @ @ @ @ to have once been promised so much only to look forward to a 	cold and bleak	 future.
no	X and Y	local	private	private - public	(?!public)(\b\w+) and (\bprivate)	 Only then might state, 	local and private	 efforts to implement these ideas have a fighting chance.
no	X and Y	sad	surprising	happy - sad	(\bsad) and (?!happy)(\b\w+)	 The epistemological novel is one of my least favorite forms of literature but it works marvelously here as it allows the story to develop into its 	sad and surprising	 ending.
no	X and Y	deep	true	false - true	(?!false)(\b\w+) and (\btrue)	 shriver is an @ @ @ @ @ @ @ @ @ @ ton of 	deep and true	 things to say about our humanity.
no	X and Y	deep	true	false - true	(?!false)(\b\w+) and (\btrue)	 shriver is an immensely talented writer with fireworky facility with language and a ton of 	deep and true	 things to say about our humanity.
no	X and Y	active	retired	active - passive	(\bactive) and (?!passive)(\b\w+)	 Another 376,790 direct campaign mailers were sent to USW 	active and retired	 members who resided in the battleground states.
no	X and Y	small	orderly	large - small	(\bsmall) and (?!large)(\b\w+)	 Most would testify that the crowd outside the Sweet home was 	small and orderly	 prior to the shooting.
no	X and Y	scary	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 It was 	scary and sad	 for her.
no	X and Y	new	creative	new - old	(\bnew) and (?!old)(\b\w+)	 Our work is to provide 	new and creative	 opportunities to do this.
no	X and Y	good	superior	bad - good	(\bgood) and (?!bad)(\b\w+)	 You were just preaching sounds to each other to make yourselves feel 	good and superior	 to the Fundiegelicals.
no	X and Y	true	actual	false - true	(\btrue) and (?!false)(\b\w+)	 There are so very few 	true and actual	 " journalists " left in the world today.
no	X and Y	new	exciting	new - old	(\bnew) and (?!old)(\b\w+)	 It's the longing for something awesome, for something 	new and exciting	, that you want to put in the reader's mind.
no	X or Y	new	controversial	new - old	(\bnew) or (?!old)(\b\w+)	 This is particularly important if the expert is expected to testify on matters which touch on 	new or controversial	 techniques or opinions.
yes	X and Y	small	large	large - small	(small) and (large)	 Furthermore, we expected this effect to be present both at 	small and large	 distances.
yes	X and Y	small	large	large - small	(small) and (large)	 Thus, the participants responded emotionally as if the 	small and large	 artificial bodies were their own.
yes	X or Y	small	large	large - small	(small) or (large)	 This also allowed us to adopt a 2x2 factorial design, and here, we predicted an interaction between the factors of timing (synchronous or asynchronous) and body size (small or large	).
yes	X and Y	short	long	long - short	(short) and (long)	 Otherwise, tell the interviewer about your overall career goals and sales goals, and include goals for both the 	short and long	 term, giving a time period for each.
no	X and Y	happy	successful	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 It's one of the saddest stories I have read, yet it is ultimately uplifting, since Augusten presently has a 	happy and successful	 life-- and more importantly, a kind and gentle soul.
no	X and Y	functional	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Is it highly 	functional and easy	 to use?
no	X and Y	high	elementary	high - low	(\bhigh) and (?!low)(\b\w+)	 I remember what happened with mock presidential elections in junior 	high and elementary	 school -- Regan and Bush I and Dole won overwhelmingly, because all of our parents were Republicans.
yes	X or Y	true	false	false - true	(true) or (false)	 A five year old, more likely than not, can not understand how Republicans or Democrats are different, or why climate change is 	true or false	.
no	X or Y	permanent	visible	permanent - temporary	(\bpermanent) or (?!temporary)(\b\w+)	 This updates what you see, but the change is not yet 	permanent or visible	 to others.
no	X or Y	permanent	visible	permanent - temporary	(\bpermanent) or (?!temporary)(\b\w+)	 This also updates what you see, but the change is not yet 	permanent or visible	 to others.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 It's not about 	right or wrong	 anymore it's about protecting yourself from overreaching institutions.
no	X and Y	new	improved	new - old	(\bnew) and (?!old)(\b\w+)	 You want to take it down completely and replace it with the 	new and improved	 site, but you have n't thought about all the links across the Web that point back to your old site.
no	X and Y	stupid	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 I grow 	stupid and slow	 around him, so I'm only a pretty girl, and pretty girls are only good for one thing.
no	X or Y	low	moderate	high - low	(\blow) or (?!high)(\b\w+)	 Likewise, modest tax increases have " a small economic growth impact when tax rates are 	low or moderate	, " argue economists Nir Jaimovich of Duke University and Sergio Rebelo of Northwestern University in a study.
no	X and Y	agricultural	public	private - public	(?!private)(\b\w+) and (\bpublic)	 The 	agricultural and public	 health scenarios also showed the potential for chronic risks to estuarine and/or freshwater organisms.
no	X and Y	free	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 It's 	free and easy	, and there are some great prizes up for grabs.
yes	both X and Y	large	small	large - small	both (large) and (small)	) His opinionated and entertaining diary records events 	both large and small	.
no	X and Y	rural	small	rural - urban	(\brural) and (?!urban)(\b\w+)	 Pazandak Photograph Collections - " These two collections contain 900 photographs of 	rural and small	 town life at the turn of the century.
no	either X or Y	false	misleading	false - true	either (\bfalse) or (?!true)(\b\w+)	 8 statement that comments made by First Reserve and SK Capital about the lack of strategic fit between his company and TPC were " 	either false or misleading	.
no	X and Y	slow	painful	fast - slow	(\bslow) and (?!fast)(\b\w+)	 Truth was, that poor Aunt Maria, plodding heavily along in her gaiter-shoes, holding the green umbrella over her flaming face, made but 	slow and painful	 progress, and it was well that Mr.
no	X and Y	short	intermediate	long - short	(\bshort) and (?!long)(\b\w+)	 The truth is, given the issues in pass protection all season, Vick likely would have been working the 	short and intermediate	 routes all day also.
no	X and Y	free	low	high - low	(?!high)(\b\w+) and (\blow)	 There are 	free and low	 cost mobile website builders that will convert your content into a decent looking mobile website, but you will have to live with their formatting options, their advertising and limited branding.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 " Singer @ @ @ @ @ @ @ @ @ @ ignoring what to some commenters are objective qualities of 	good and bad	.
no	X and Y	conscious	private	private - public	(?!public)(\b\w+) and (\bprivate)	 Commitments can be explicitly, self-consciously, publicly entered into or implicit, unself-	conscious and private	.
yes	X and Y	high	low	high - low	(high) and (low)	 flags 	high and low	, from flagpoles and lining sidewalk entrances.
yes	X and Y	high	low	high - low	(high) and (low)	 flags 	high and low	, from flagpoles and lining sidewalk entrances.
no	X and Y	easy	fun	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 It is 	easy and fun	 to read since Rotella recalls past memories that support his point.
no	X and Y	sad	unexpected	happy - sad	(\bsad) and (?!happy)(\b\w+)	 It's a very 	sad and unexpected	 end to the story, because this guy was one of the most powerful and most efficient and admired and studied bureaucratic leaders in the history of the United States.
no	X and Y	great	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 The nation @ @ @ @ @ @ @ @ @ @ as they would have been 	great and happy	 if they had continued faithful to him.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 It's no more 	right or wrong	 than your assumption as to how I vote or how much empathy I have.
yes	X and Y	high	low	high - low	(high) and (low)	 The prey leaps this way, and that way, 	high and low	, and at last lands in the trap.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 In his essay he was advocating a society where everyone has access to what had for generations been strictly limited to the 	rich and powerful	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 I'm not trying to sell reddit to you, but original memes and imagemacros do not make a website inherently 	good or bad	.
no	X and Y	great	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Woolley, The American Presidency Project <h> Get your daily cuteness fix with irresistible photos and videos of creatures 	great and small	.
no	X and Y	satisfied	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 My customer is 	satisfied and happy	.
yes	X and Y	bad	good	bad - good	(bad) and (good)	 have my 	bad and good	 days, like yesterday I ate a Arby's melt (which I looked online later and found out it was a freakin crazy 541 calories.
no	X and Y	easy	tasty	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 I love the sweet taste and these recipes look really 	easy and tasty	!
no	X and Y	safe	new	new - old	(?!old)(\b\w+) and (\bnew)	 The unfolding catastrophe clearly illustrates that offshore drilling is not 	safe and new	 technology is not fool proof.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 Rockport consists of industrial, 	urban and rural	 areas.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 It's a fairly 	quick and easy	 recipe as far as cinnamon buns go, and you definitely DO N'T NEED A BREAD MACHINE to make them.
no	X and Y	delicious	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 They were so 	delicious and soft	.
yes	X and Y	old	new	new - old	(old) and (new)	 When the original series was reprinted by Marvel comics additional pages had to be added to fit Marvel's page count, and the difference in style between the 	old and new	 artwork is very noticeable.
