class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	old	nursing	new - old	(\bold) and (?!new)(\b\w+)	 Fifty-five years 	old and nursing	 director at a University of Alabama hospital at the time, she had a lumpectomy and underwent chemotherapy.
no	X and Y	active	influential	active - passive	(\bactive) and (?!passive)(\b\w+)	 Like Vice President Gore has been in the Clinton administration, Cheney will be an 	active and influential	 partner -- one who may occasionally overshadow the boss.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 If they continue to let the stock moves tell them whether they were 	right or wrong	, they're in trouble.
yes	X or Y	happy	sad	happy - sad	(happy) or (sad)	 Another question: If an animal appears happy or sad, does it actually feel 	happy or sad	?
no	X and Y	old	frail	new - old	(\bold) and (?!new)(\b\w+)	 Millions of baby boomers could be left with no one when they are 	old and frail	.
no	X and Y	high	wide	high - low	(\bhigh) and (?!low)(\b\w+)	 King threw 	high and wide	 for Jacquez Green, and Darrell Green made a leaping interception to give the Redskins the ball at the Tampa Bay 36.
no	X and Y	straight	true	false - true	(?!false)(\b\w+) and (\btrue)	 He bombed a 3-wood 	straight and true	, and the ball trickled up the narrow opening to the putting surface and came to rest on the green 45 feet away from a possible eagle.
no	X and Y	small	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	com provides Internet access and local content to consumers in 	small and rural	 communities.
yes	X and Y	new	old	new - old	(new) and (old)	 The distinction between the 	new and old	 economy is quickly blurring, " said Paul Brownell of the National Venture Capital Association in Arlington.
yes	X and Y	large	small	large - small	(large) and (small)	 bought stakes in the company, adding an aura of desirability that helped convince a throng of 	large and small	 investors that Lernout &; Hauspie Speech Products NV was The Next Big Thing.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 For some reason, they seem to do best in sub	urban and rural	 areas, in states like Maryland, Pennsylvania and Minnesota.
no	X and Y	suburban	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	 For some reason, they seem to do best in 	suburban and rural	 areas, in states like Maryland, Pennsylvania and Minnesota.
no	X and Y	hot	spicy	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Here, finely minced ginger lends its 	hot and spicy	 flavor to the lo mein.
no	X and Y	easy	elegant	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 An 	easy and elegant	 way to get around this is to prepare the potpie filling separately and serve it with biscuits alongside, instead of @ @ @ @ @ @ @ @ @ @.
yes	X and Y	old	new	new - old	(old) and (new)	 Marshall's philosophy of mixing 	old and new	 dovetailed with that of his preservation-minded but practical clients.
no	X and Y	good	livid	bad - good	(\bgood) and (?!bad)(\b\w+)	 You tune in just to get 	good and livid	.
yes	X and Y	long	short	long - short	(long) and (short)	 New software lets you read 	long and short	 works online.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Set aside @ @ @ @ @ @ @ @ @ @ butter and sugar with an electric mixer on medium speed until 	light and fluffy	.
no	X and Y	light	lemony	heavy - light	(\blight) and (?!heavy)(\b\w+)	 This is refreshingly 	light and lemony	 and pairs wonderfully with berries; serve it for dessert or brunch.
no	X and Y	hot	ready	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Charcoal briquettes or hardwood chunks take 25 to 30 minutes to light (assuming you go about it correctly) while gas grills can be 	hot and ready	 to go in minutes.
yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 And I knew that it had 	cold and hot	 spots, which did n't help it compete well.
no	X and Y	hot	spicy	cold - hot	(\bhot) and (?!cold)(\b\w+)	 The popular green papaya salad is made for Asian tastes -- very 	hot and spicy	!
no	X and Y	cold	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 I think it's great that Splash went splash, right into the lake, and got 	cold and wet	.
no	X and Y	filthy	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 And I'm sitting here for the longest time with my face buried in the clothes, thinking about the several weeks I just spent being 	filthy and happy	 and wild-eyed.
no	X and Y	young	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 " I'm seeing a lot of customers who are 	young and rich	.
no	X and Y	right	proper	right - wrong	(\bright) and (?!wrong)(\b\w+)	 West Virginia still ranks near the @ @ @ @ @ @ @ @ @ @ why it is 	right and proper	 that the dome should be gilded.
yes	X and Y	private	public	private - public	(private) and (public)	 " To guarantee a lasting presence, there needs to be a 	private and public	 acknowledgment of the mutual benefit of our presence.
no	X and Y	environmental	public	private - public	(?!private)(\b\w+) and (\bpublic)	 But they are backed by 	environmental and public	 health groups, who say cleaner diesels would reduce lung cancer and alleviate suffering for millions of people with asthma.
no	X and Y	glassy	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 Cover and simmer gently over low heat for 10 to 20 minutes until the beets are 	glassy and soft	 when poked with a fork.
no	X or Y	spongy	soft	hard - soft	(?!hard)(\b\w+) or (\bsoft)	 Avoid roots that are 	spongy or soft	 on the stalk end.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	, that would probably be the first thing they will mention -- the need to be more aggressive on reducing the gap 	between rich and poor	, and making a real dent in poverty.
no	X and Y	oily	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 Kuney also makes soaps for cleaning 	oily and dry	 skin, soaps for gardeners and even soaps with oils that repel bugs.
yes	X or Y	private	public	private - public	(private) or (public)	 " But once it's dug, there's no way to tell whether it came from 	private or public	 land.
no	X and Y	healthy	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Best wishes for a 	healthy and happy	 life.
no	X and Y	soft	runny	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Unmold a test cake to see how liquid it is; it should be firm enough to hold its shape but be 	soft and runny	 in the center.
no	X and Y	soft	crunchy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Vary courses with stimulating combinations of 	soft and crunchy	, sweet and hot.
no	X and Y	sweet	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 Vary courses with stimulating combinations of soft and crunchy, 	sweet and hot	.
no	X and Y	high	aggravated	high - low	(\bhigh) and (?!low)(\b\w+)	 David Scott (D-Atlanta) would have made it a misdemeanor of a 	high and aggravated	 nature to leave a handgun where a child could easily reach it.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 And they drew 	good and bad	 elements, said resident Roger Melson.
no	X and Y	soft	creamy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Maybe it is a brief encounter resulting in a 	soft and creamy	 center.
no	X and Y	rich	velvety	poor - rich	(\brich) and (?!poor)(\b\w+)	 And the miso soup is uncharacteristically 	rich and velvety	.
no	X and Y	new	fresh	new - old	(\bnew) and (?!old)(\b\w+)	 Many dishes are inventive creations from a well-stocked Latin larder, while @ @ @ @ @ @ @ @ @ @ it tastes 	new and fresh	.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 Norma did not know whether Alfonso was 	dead or alive	.
no	X and Y	new	delicious	new - old	(\bnew) and (?!old)(\b\w+)	 He is also the star chef for a large group of friends and neighbors who count on him once or twice a week to come up with something 	new and delicious	.
no	X and Y	new	used	new - old	(\bnew) and (?!old)(\b\w+)	 We're talking more than 100,000 titles of 	new and used	 videos, DVDs, laser discs and CDs.
no	X and Y	fast	furious	fast - slow	(\bfast) and (?!slow)(\b\w+)	 Haeden Bell (above) flees after tagging the latest " goose " in the 	fast and furious	 game.
yes	X and Y	large	small	large - small	(large) and (small)	 Internet companies 	large and small	 are using mixers to promote their products and services, while giving employees a chance to cross-pollinate ideas with others in similar fields.
no	X and Y	small	growing	large - small	(\bsmall) and (?!large)(\b\w+)	 The bCentral Web site caters to 	small and growing	 companies, providing services to help them get started on the Internet and promote their online sites.
yes	X or Y	new	old	new - old	(new) or (old)	 " Start out at 50 percent for a couple of weeks and introduce your body to a 	new or old	 sport.
yes	X and Y	public	private	private - public	(public) and (private)	 The Clean Air Campaign, an Atlanta educational organization representing 70 	public and private	 agencies, encourages commuters to use mass transit and employers to allow " teleworking.
no	X and Y	clean	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 It's so sweet, 	clean and cold	 that you eat with abandon, stopping only to squeeze more lemon.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 And they are cropping up in the suburbs, particularly in Alpharetta, where the gated and controlled ambience of Country Club of the South draws the 	rich and famous	.
no	X and Y	middle	high	high - low	(?!low)(\b\w+) and (\bhigh)	 We teach African-American history in every elementary, 	middle and high	 school.
no	X or Y	hot	warm	cold - hot	(\bhot) or (?!cold)(\b\w+)	 Serve 	hot or warm	, with the lemon wedges.
no	X and Y	old	older	new - old	(\bold) and (?!new)(\b\w+)	 Architecture of Stockbridge plans a 49-acre, 154-lot community for residents 55 years 	old and older	.
no	more X than Y	tireless	hot	cold - hot	more (?!cold)(\b\w+) than (\bhot)	 He's 	more tireless than hot	 dog here -- a player, just not a Player.
no	X and Y	easy	delightful	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 The morning walks have been an 	easy and delightful	 way to start the day, @ @ @ @ @ @ @ @ @ @.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 DIFF'RENT STROKES Bird watching, dogsledding, swing dancing, rock climbing, ice skating, you name it -- it's available while afloat, on ships 	big and small	.
no	X and Y	light	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 My Shrimp and Scallop Newburg is easy and 	light and good	 for special occasions (see recipe).
no	X and Y	easy	light	heavy - light	(?!heavy)(\b\w+) and (\blight)	 My Shrimp and Scallop Newburg is 	easy and light	 and good for special occasions (see recipe).
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 The focus has been the 	young and old	 when it should have been the economically vulnerable and reducing dependence on government.
no	X and Y	low	middle	high - low	(\blow) and (?!high)(\b\w+)	 the Southeast and the Heartland, 	low and middle	 class vs.
no	X and Y	long	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 After a 	long and difficult	 federal condemnation case, the Park Service took ownership of the farm in 1994.
no	X and Y	slow	low	high - low	(?!high)(\b\w+) and (\blow)	 And yes, you really do need to cook this 	slow and low	.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 In the large bowl of an electric mixer, using the whisk attachment, beat the eggs until 	light and fluffy	, about 2 to 3 minutes.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 Like most authentic eggnog recipes, this one includes raw eggs, which can pose some health risks to the very 	young or old	.
no	X and Y	new	improved	new - old	(\bnew) and (?!old)(\b\w+)	 Even Tic Tacs are 	new and improved	 -- bigger and sweeter.
no	from X to Y	preschool	high	high - low	from (?!low)(\b\w+) to (\bhigh)	 She has taught on studio sets and in public schools 	from preschool to high	 school.
no	X and Y	light	bright	heavy - light	(\blight) and (?!heavy)(\b\w+)	25) is 	light and bright	, filled with a crab (or imitation crab) salad and avocado, rolled inside out, with the rice on the outside, dotted with crunchy orange tobiko or flying fish roe.
no	X and Y	low	silken	high - low	(\blow) and (?!high)(\b\w+)	 On Tuesday, though, the wind was calm, the sun was shining, and the swells coursing in through the Gate were 	low and silken	.
no	X and Y	rare	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 They all use 	rare and rich	 materials, but the lines are bold and clean, not fussy.
no	X and Y	poor	middle	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 The 	poor and middle	 classes fight for the scraps and have no power.
no	X and Y	fast	efficient	fast - slow	(\bfast) and (?!slow)(\b\w+)	 Once you're seated, service can be 	fast and efficient	, or frustratingly slow.
no	X and Y	tender	good	bad - good	(?!bad)(\b\w+) and (\bgood)	25) were 	tender and good	 until they cooled off, though there was no spicy tartar sauce as promised, just bland commercial mayonnaise and commercial cocktail sauce alongside, in paper ramekins.
no	X and Y	short	cursory	long - short	(\bshort) and (?!long)(\b\w+)	 Service can be good, and it can also be 	short and cursory	.
