class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
no	X or Y	personal	private	private - public	(?!public)(\b\w+) or (\bprivate)	3540	" (A typical on-line definition of "" gossip "" gets it about right: "" idle talk or rumour about the "	personal or private	 affairs of others.	" (A typical on-line definition of "" gossip "" gets it about right: "" idle talk or rumour about the  personal or private  affairs of others."
no	X or Y	private	federal	private - public	(\bprivate) or (?!public)(\b\w+)	13375	 Expenditures from the fund for such purposes shall supplement and not replace existing local, state, 	private or federal	 public health-related funding; or a community-based organization or group of community-based organizations working in collaboration.	 Expenditures from the fund for such purposes shall supplement and not replace existing local, state,  private or federal  public health-related funding; or a community-based organization or group of community-based organizations working in collaboration.
no	X or Y	regulatory	public	private - public	(?!private)(\b\w+) or (\bpublic)	21794	 In response, the Labor Department declared recently that trustees of a pension fund risk violating their fiduciary duties when they try to'further legislative, 	regulatory or public	 policy issues through the proxy process.	 In response, the Labor Department declared recently that trustees of a pension fund risk violating their fiduciary duties when they try to'further legislative,  regulatory or public  policy issues through the proxy process.
no	X or Y	dedicated	private	private - public	(?!public)(\b\w+) or (\bprivate)	37128	 The network 120 can also utilize 	dedicated or private	 communications links that are not necessarily part of the Internet.	 The network 120 can also utilize  dedicated or private  communications links that are not necessarily part of the Internet.
no	X or Y	parochial	private	private - public	(?!public)(\b\w+) or (\bprivate)	32603	 Society of Sisters, 301 the Court struck down a statute requiring children to attend public school, thus preventing them from attending 	parochial or private	 ones.	 Society of Sisters, 301 the Court struck down a statute requiring children to attend public school, thus preventing them from attending  parochial or private  ones.
no	X or Y	private	sharable	private - public	(\bprivate) or (?!public)(\b\w+)	28282	 Now users can create 	private or sharable	 checklists so they're always staying focused on the tasks they need to get done.	 Now users can create  private or sharable  checklists so they're always staying focused on the tasks they need to get done.
no	X or Y	private	parochial	private - public	(\bprivate) or (?!public)(\b\w+)	26384	 Many home schoolers are located in areas with no viable 	private or parochial	 school alternatives.	 Many home schoolers are located in areas with no viable  private or parochial  school alternatives.
no	X or Y	private	commercial	private - public	(\bprivate) or (?!public)(\b\w+)	43137	 Twentyyears ago, if you ran into a 	private or commercial	 @ @ @ @ @ @ @ @ @ @ or a couple of people.	 Twentyyears ago, if you ran into a  private or commercial  @ @ @ @ @ @ @ @ @ @ or a couple of people.
no	X or Y	private	religious	private - public	(\bprivate) or (?!public)(\b\w+)	27509	 My view is we are underfunding public schools already and ca n't afford to give away any money to 	private or religious	 schools.	 My view is we are underfunding public schools already and ca n't afford to give away any money to  private or religious  schools.
no	X or Y	private	ephemeral	private - public	(\bprivate) or (?!public)(\b\w+)	3606	 (Note, if they can examine the device in depth they may still find 	private or ephemeral	" keys, so "" no I/O "" means lack of physical access to the internals."	" (Note, if they can examine the device in depth they may still find  private or ephemeral  keys, so "" no I/O "" means lack of physical access to the internals."
no	X or Y	private	personal	private - public	(\bprivate) or (?!public)(\b\w+)	3764	 (n4) The only genuine goodness, we are taught by these approaches, is in the 	private or personal	.	 (n4) The only genuine goodness, we are taught by these approaches, is in the  private or personal .
no	X or Y	personal	public	private - public	(?!private)(\b\w+) or (\bpublic)	17763	 I Never Knew I Had A Choice is a splendid addition to any 	personal or public	 self-help book collection.	 I Never Knew I Had A Choice is a splendid addition to any  personal or public  self-help book collection.
no	X or Y	public	congressional	private - public	(\bpublic) or (?!private)(\b\w+)	43562	 Vice President Cheney's energy task force, criticized for talking mainly with energy producers in formulating its recommendations, refused to allow 	public or congressional	 scrutiny of its proceedings.	 Vice President Cheney's energy task force, criticized for talking mainly with energy producers in formulating its recommendations, refused to allow  public or congressional  scrutiny of its proceedings.
