class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
yes	whether X or Y	rich	poor	poor - rich	whether (rich) or (poor)	685	" "" All people, "	whether rich or poor	, can be victims in these tragedies.	" "" All people,  whether rich or poor , can be victims in these tragedies."
yes	whether X or Y	rich	poor	poor - rich	whether (rich) or (poor)	37426	 The people of every country suffer 	whether rich or poor	, but those who understand Buddhist teachings can find true happiness.	 The people of every country suffer  whether rich or poor , but those who understand Buddhist teachings can find true happiness.
yes	whether X or Y	rich	poor	poor - rich	whether (rich) or (poor)	7526	 And under those words, to vote for a Democratic will not bring peace as touted in psalms, but it will give those of us who respect and accept differences, 	whether rich or poor	, etc.	 And under those words, to vote for a Democratic will not bring peace as touted in psalms, but it will give those of us who respect and accept differences,  whether rich or poor , etc.
yes	whether X or Y	rich	poor	poor - rich	whether (rich) or (poor)	11441	 Christianity held all persons to one ethic, 	whether rich or poor	, male or female, free or servile.	 Christianity held all persons to one ethic,  whether rich or poor , male or female, free or servile.
yes	whether X or Y	poor	rich	poor - rich	whether (poor) or (rich)	9239	 Being a looter is immoral, 	whether poor or rich	.	 Being a looter is immoral,  whether poor or rich .
yes	whether X or Y	rich	poor	poor - rich	whether (rich) or (poor)	13226	 Everybody, 	whether rich or poor	, acts on that information every day.	 Everybody,  whether rich or poor , acts on that information every day.
yes	X and Y	public	private	private - public	(public) and (private)	42365	 Though public and private GDP are in free fall, 	public and private	 debt serivce are fixed.	 Though public and private GDP are in free fall,  public and private  debt serivce are fixed.
yes	X and Y	private	public	private - public	(private) and (public)	48510	, at the Global Impact Economy Forum, a two-day State Department confab focused on steering 	private and public	 investment toward enterprises that address systemic economic woes across the globe.	, at the Global Impact Economy Forum, a two-day State Department confab focused on steering  private and public  investment toward enterprises that address systemic economic woes across the globe.
yes	X and Y	public	private	private - public	(public) and (private)	15957	 He then moved to restructure the urban economy, introducing market incentives in industry, reforming price and wage systems, and granting 	public and private	 enterprises more autonomy.	 He then moved to restructure the urban economy, introducing market incentives in industry, reforming price and wage systems, and granting  public and private  enterprises more autonomy.
yes	X and Y	public	private	private - public	(public) and (private)	45592	 While they are designed with public school leadership in mind, it's clear they have applicability to all schools, 	public and private	.	 While they are designed with public school leadership in mind, it's clear they have applicability to all schools,  public and private .
yes	X and Y	private	public	private - public	(private) and (public)	41476	 This includes employers, banks, lenders, stockbrokers, and 	private and public	 insurers (but only when they are paying money out to you).	 This includes employers, banks, lenders, stockbrokers, and  private and public  insurers (but only when they are paying money out to you).
yes	X and Y	private	public	private - public	(private) and (public)	12734	" Edward Wimberly of the Interdenominational Theological Center in Atlanta decries the uncritical attachment of African-American church leaders to Clinton, "" settling "" for "" leaders who can not, in their "	private and public	 behavior, meet our expectations.	" Edward Wimberly of the Interdenominational Theological Center in Atlanta decries the uncritical attachment of African-American church leaders to Clinton, "" settling "" for "" leaders who can not, in their  private and public  behavior, meet our expectations."
yes	X and Y	public	private	private - public	(public) and (private)	38463	 The system is one where 	public and private	 resources are melded and public office serves as a means for the creation of private wealth.	 The system is one where  public and private  resources are melded and public office serves as a means for the creation of private wealth.
yes	X and Y	private	public	private - public	(private) and (public)	35069	 The artist's work hangs in several 	private and public	 collections, including those of the National Academy of Design, in New York City, and the Estate of Armand Hammer.	 The artist's work hangs in several  private and public  collections, including those of the National Academy of Design, in New York City, and the Estate of Armand Hammer.
yes	X and Y	private	public	private - public	(private) and (public)	48689	1 percent in August even though just 114,000 jobs were added to 	private and public	 payrolls, the Bureau of Labor Statistics reports.	1 percent in August even though just 114,000 jobs were added to  private and public  payrolls, the Bureau of Labor Statistics reports.
yes	X and Y	private	public	private - public	(private) and (public)	22111	" In the same year, the National Park Service reported "" that as much as 50% of all "	private and public	" sites nationwide have been looted "" (Smith and Ehrenhard 1991, xxv)."	" In the same year, the National Park Service reported "" that as much as 50% of all  private and public  sites nationwide have been looted "" (Smith and Ehrenhard 1991, xxv)."
yes	X and Y	public	private	private - public	(public) and (private)	2060	" "" Michelle Obama's career since then has been a blend of public service and "	public and private	 practice.	" "" Michelle Obama's career since then has been a blend of public service and  public and private  practice."
yes	X and Y	private	public	private - public	(private) and (public)	15487	 He has also launched the Hawai'i Fair Share Initiative which seeks more 	private and public	 investment in Hawai'i.	 He has also launched the Hawai'i Fair Share Initiative which seeks more  private and public  investment in Hawai'i.
yes	X and Y	public	private	private - public	(public) and (private)	48688	1 million students in some 12,000 	public and private	 schools in 45 states watch the Channel One broadcasts each school day.	1 million students in some 12,000  public and private  schools in 45 states watch the Channel One broadcasts each school day.
yes	X and Y	private	public	private - public	(private) and (public)	33922	 That knowledge, those skills and the will or necessary traits of 	private and public	 character are the products of a good civic education.	 That knowledge, those skills and the will or necessary traits of  private and public  character are the products of a good civic education.
yes	X and Y	public	private	private - public	(public) and (private)	20951	 In 1967, when 	public and private	 power interests dueled over who would @ @ @ @ @ @ @ @ @ @ late U.	 In 1967, when  public and private  power interests dueled over who would @ @ @ @ @ @ @ @ @ @ late U.
yes	X and Y	public	private	private - public	(public) and (private)	43435	 Using 	public and private	 grants as seed capital, SELF finances local small businesses that sell and service solarenergy equipment in developing countries.	 Using  public and private  grants as seed capital, SELF finances local small businesses that sell and service solarenergy equipment in developing countries.
